字段代码,字段(大写),中文名,参数
s_est_mediandps1,S_EST_MEDIANDPS1,预测每股股利(DPS)中值,Year、DATE、CURTYPE、UnitVal
s_est_medianebit1,S_EST_MEDIANEBIT1,预测息税前利润(EBIT)中值,Year、DATE、CURTYPE、UnitVal
s_est_medianebitda1,S_EST_MEDIANEBITDA1,预测息税折旧摊销前利润(EBITDA)中值,Year、DATE、CURTYPE、UnitVal
s_est_medianebt1,S_EST_MEDIANEBT1,预测利润总额中值,Year、DATE、CURTYPE、UnitVal
s_est_medianeps1,S_EST_MEDIANEPS1,预测每股收益中值,Year、DATE、CURTYPE
s_est_mediannetprofit1,S_EST_MEDIANNETPROFIT1,预测净利润中值,Year、DATE、CURTYPE、UnitVal
s_est_medianoperatingprofit1,S_EST_MEDIANOPERATINGPROFIT1,预测营业利润中值,Year、DATE、CURTYPE、UnitVal
s_est_mediansales1,S_EST_MEDIANSALES1,预测营业收入中值,Year、DATE、CURTYPE、UnitVal
s_est_minbps1,S_EST_MINBPS1,预测每股净资产(BPS)最小值,Year、DATE、CURTYPE、UnitVal
s_est_mincps1,S_EST_MINCPS1,预测每股现金流(CPS)最小值,Year、DATE、CURTYPE、UnitVal
s_est_mindps1,S_EST_MINDPS1,预测每股股利(DPS)最小值,Year、DATE、CURTYPE、UnitVal
s_est_minebit1,S_EST_MINEBIT1,预测息税前利润(EBIT)最小值,Year、DATE、CURTYPE、UnitVal
s_est_minebitda1,S_EST_MINEBITDA1,预测息税折旧摊销前利润(EBITDA)最小值,Year、DATE、CURTYPE、UnitVal
s_est_minebt1,S_EST_MINEBT1,预测利润总额最小值,Year、DATE、CURTYPE、UnitVal
s_est_mineps1,S_EST_MINEPS1,预测每股收益最小值,Year、DATE、CURTYPE
s_est_minnetprofit1,S_EST_MINNETPROFIT1,预测净利润最小值,Year、DATE、CURTYPE、UnitVal
s_est_minoperatingprofit1,S_EST_MINOPERATINGPROFIT1,预测营业利润最小值,Year、DATE、CURTYPE、UnitVal
s_est_minsales1,S_EST_MINSALES1,预测营业收入最小值,Year、DATE、CURTYPE、UnitVal
s_est_netprofit1,S_EST_NETPROFIT1,预测净利润平均值,Year、DATE、CURTYPE、UnitVal
s_est_netprofit_inst1,S_EST_NETPROFIT_INST1,机构预测净利润,Year、DATE、TYPE、CURTYPE、UnitVal
s_est_pctchange,S_EST_PCTCHANGE,"预测涨跌幅(评级日,最低价)",TRADEDATE、TYPE
s_est_prehighprice_inst1,S_EST_PREHIGHPRICE_INST1,前次最高目标价,EndDate、TYPE、CURTYPE、UnitVal
s_est_prelowprice_inst1,S_EST_PRELOWPRICE_INST1,前次最低目标价,EndDate、TYPE、CURTYPE、UnitVal
s_est_sales1,S_EST_SALES1,预测营业收入平均值,Year、DATE、CURTYPE、UnitVal
s_est_sales_inst1,S_EST_SALES_INST1,机构预测营业收入,Year、DATE、TYPE、CURTYPE、UnitVal
s_est_stdbps1,S_EST_STDBPS1,预测每股净资产(BPS)标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdcps1,S_EST_STDCPS1,预测每股现金流(CPS)标准差,Year、DATE、CURTYPE、UnitVal
s_est_stddps1,S_EST_STDDPS1,预测每股股利(DPS)标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdebit1,S_EST_STDEBIT1,预测息税前利润(EBIT)标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdebitda1,S_EST_STDEBITDA1,预测息税折旧摊销前利润(EBITDA)标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdebt1,S_EST_STDEBT1,预测利润总额标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdeps1,S_EST_STDEPS1,预测每股收益标准差,Year、DATE、CURTYPE
s_est_stdnetprofit1,S_EST_STDNETPROFIT1,预测净利润标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdoperatingprofit1,S_EST_STDOPERATINGPROFIT1,预测营业利润标准差,Year、DATE、CURTYPE、UnitVal
s_est_stdsales1,S_EST_STDSALES1,预测营业收入标准差,Year、DATE、CURTYPE、UnitVal
s_estimated_netcollection,S_ESTIMATED_NETCOLLECTION,增发预计募集资金,Year、UnitVal
s_fa_abpturndays,S_FA_ABPTURNDAYS,应付账款及应付票据周转天数,REPORTDATE
s_fa_abrturndays,S_FA_ABRTURNDAYS,应收账款及应收票据周转天数,REPORTDATE
s_fa_admexptogr2,S_FA_ADMEXPTOGR2,管理费用/营业总收入(不含研发费用),REPORTDATE
s_fa_adminexpense_ttm2,S_FA_ADMINEXPENSE_TTM2,管理费用(TTM),REPORTDATE、UnitVal
s_fa_adminexpensetogr_ttm2,S_FA_ADMINEXPENSETOGR_TTM2,管理费用/营业总收入(TTM),REPORTDATE
s_fa_apnpturn,S_FA_APNPTURN,应付账款及应付票据周转率,REPORTDATE
s_fa_arnrturn,S_FA_ARNRTURN,应收账款及应收票据周转率,REPORTDATE
s_fa_arturn_reserve,S_FA_ARTURN_RESERVE,应收账款周转率(含坏账准备),REPORTDATE
s_fa_bps2,S_FA_BPS2,每股净资产BPS,REPORTDATE、CURTYPE
s_fa_bps_lyr,S_FA_BPS_LYR,"每股净资产BPS(最新年报,LYR)",TRADEDATE、UnitVal
s_fa_cagr_totalprofit,S_FA_CAGR_TOTALPROFIT,利润总额复合年增长率,Year、N
s_fa_cashflow_ttm2,S_FA_CASHFLOW_TTM2,现金净流量(TTM),REPORTDATE、UnitVal
s_fa_cashtostdebt,S_FA_CASHTOSTDEBT,货币资金/短期债务,REPORTDATE、TYPE
s_fa_cashturnratio,S_FA_CASHTURNRATIO,现金周转率,REPORTDATE
s_fa_cfps2,S_FA_CFPS2,每股现金流量净额,REPORTDATE、CURTYPE
s_fa_cfps_ttm2,S_FA_CFPS_TTM2,每股现金流量净额(TTM),TRADEDATE
s_fa_cost_ttm2,S_FA_COST_TTM2,营业成本-非金融类(TTM),REPORTDATE、UnitVal
s_fa_crofll,S_FA_CROFLL,长期债务资本化比率,REPORTDATE
s_fa_debttoeqy,S_FA_DEBTTOEQY,净资产负债率,REPORTDATE
s_fa_deducteddebttoassets,S_FA_DEDUCTEDDEBTTOASSETS,剔除预收款项后的资产负债率,REPORTDATE
s_fa_deductedprofit_ttm,S_FA_DEDUCTEDPROFIT_TTM,扣除非经常性损益后的净利润(TTM),TRADEDATE、UnitVal
s_fa_deductedprofit_ttm2,S_FA_DEDUCTEDPROFIT_TTM2,扣除非经常性损益后的净利润(TTM),REPORTDATE、UnitVal
s_fa_dp_yoy,S_FA_DP_YOY,扣除非经常性损益后的净利润(同比增长率),REPORTDATE
s_fa_ebit2_ttm,S_FA_EBIT2_TTM,EBIT(TTM),REPORTDATE、UnitVal
s_fa_ebit_ttm2,S_FA_EBIT_TTM2,息税前利润(TTM反推法),REPORTDATE、UnitVal
s_fa_ebitda2_ttm,S_FA_EBITDA2_TTM,EBITDA(TTM),REPORTDATE、UnitVal
s_fa_ebitda_ttm,S_FA_EBITDA_TTM,EBITDA(TTM反推法),REPORTDATE、UnitVal
s_fa_ebitps2,S_FA_EBITPS2,每股息税前利润,REPORTDATE、CURTYPE
s_fa_ebittoassets2,S_FA_EBITTOASSETS2,息税前利润(TTM)/总资产,REPORTDATE
s_fa_ebr,S_FA_EBR,研发支出前利润,REPORTDATE、UnitVal
s_fa_ebt_ttm2,S_FA_EBT_TTM2,利润总额(TTM),REPORTDATE、UnitVal
s_fa_ebttoor_ttm,S_FA_EBTTOOR_TTM,利润总额/营业收入(TTM),REPORTDATE
s_fa_eps_adjust2,S_FA_EPS_ADJUST2,每股收益-最新股本摊薄,REPORTDATE、CURTYPE
s_fa_eps_basic2,S_FA_EPS_BASIC2,每股收益EPS-基本,REPORTDATE、CURTYPE
s_fa_eps_deducted_ttm,S_FA_EPS_DEDUCTED_TTM,扣非后每股收益(TTM),REPORTDATE
s_fa_eps_diluted3,S_FA_EPS_DILUTED3,每股收益-期末股本摊薄,REPORTDATE、CURTYPE
s_fa_eps_diluted4,S_FA_EPS_DILUTED4,每股收益EPS-稀释,REPORTDATE、CURTYPE
s_fa_eps_ttm2,S_FA_EPS_TTM2,每股收益EPS(TTM),TRADEDATE
s_fa_equity_mrq2,S_FA_EQUITY_MRQ2,归属母公司股东权益(MRQ),TRADEDATE、UnitVal
s_fa_equity_new2,S_FA_EQUITY_NEW2,归属母公司股东的股东权益(LF),TRADEDATE、UnitVal
s_fa_equity_to_asset,S_FA_EQUITY_TO_ASSET,股东权益比,REPORTDATE、TYPE
s_fa_errorcorrectiondate,S_FA_ERRORCORRECTIONDATE,会计差错更正披露日期,REPORTDATE
s_fa_errorcorrectionornot,S_FA_ERRORCORRECTIONORNOT,是否存在会计差错更正,REPORTDATE
s_fa_exchangerate,S_FA_EXCHANGERATE,Get the exchange rate,DATE、CURRENCY
s_fa_expense_ttm2,S_FA_EXPENSE_TTM2,营业支出-金融类(TTM),REPORTDATE、UnitVal
s_fa_expensetosales_ttm2,S_FA_EXPENSETOSALES_TTM2,销售期间费用率(TTM),REPORTDATE
s_fa_fcfeps2,S_FA_FCFEPS2,每股股东自由现金流量,REPORTDATE、CURTYPE
s_fa_fcffps2,S_FA_FCFFPS2,每股企业自由现金流量,REPORTDATE、CURTYPE
s_fa_finaexpense_ttm2,S_FA_FINAEXPENSE_TTM2,财务费用(TTM),REPORTDATE、UnitVal
s_fa_finaexpensetogr_ttm2,S_FA_FINAEXPENSETOGR_TTM2,财务费用/营业总收入(TTM),REPORTDATE
s_fa_financecashflow_ttm2,S_FA_FINANCECASHFLOW_TTM2,筹资活动现金净流量(TTM),REPORTDATE、UnitVal
s_fa_gc2_ttm2,S_FA_GC2_TTM2,营业总成本2(TTM),REPORTDATE、UnitVal
s_fa_gc_ttm2,S_FA_GC_TTM2,营业总成本(TTM),REPORTDATE、UnitVal
s_fa_gctogr_ttm2,S_FA_GCTOGR_TTM2,营业总成本/营业总收入(TTM),REPORTDATE
s_fa_gr_ttm2,S_FA_GR_TTM2,营业总收入(TTM),REPORTDATE、UnitVal
s_fa_grossmargin_ttm2,S_FA_GROSSMARGIN_TTM2,毛利(TTM),REPORTDATE、UnitVal
s_fa_grossprofitmargin_ttm2,S_FA_GROSSPROFITMARGIN_TTM2,销售毛利率(TTM),REPORTDATE
s_fa_grps2,S_FA_GRPS2,每股营业总收入,REPORTDATE、CURTYPE
s_fa_ibdebtratio,S_FA_IBDEBTRATIO,有息负债率,REPORTDATE
s_fa_impairment_ttm2,S_FA_IMPAIRMENT_TTM2,资产减值损失(TTM),REPORTDATE、UnitVal
s_fa_impairtogr_ttm2,S_FA_IMPAIRTOGR_TTM2,资产减值损失/营业总收入(TTM),REPORTDATE
s_fa_interestexpense_ttm,S_FA_INTERESTEXPENSE_TTM,利息支出(TTM),REPORTDATE、UnitVal
s_fa_investcashflow_ttm2,S_FA_INVESTCASHFLOW_TTM2,投资活动现金净流量(TTM),REPORTDATE、UnitVal
s_fa_investincome_ttm2,S_FA_INVESTINCOME_TTM2,价值变动净收益(TTM),REPORTDATE、UnitVal
s_fa_investincometoebt_ttm2,S_FA_INVESTINCOMETOEBT_TTM2,价值变动净收益/利润总额(TTM),REPORTDATE
s_fa_latelyrd_bt,S_FA_LATELYRD_BT,最新报告期,TRADEDATE
s_fa_latelyyear2,S_FA_LATELYYEAR2,最新年报年份,TRADEDATE
s_fa_lyr_bt,S_FA_LYR_BT,最新年报,TRADEDATE
s_fa_minorityinterest_ttm,S_FA_MINORITYINTEREST_TTM,少数股东损益(TTM),REPORTDATE、UnitVal
s_fa_netdebtratio,S_FA_NETDEBTRATIO,净负债率,REPORTDATE
s_fa_netprofit_min,S_FA_NETPROFIT_MIN,扣非净利与归母净利较小值,REPORTDATE、UnitVal
s_fa_netprofit_ttm2,S_FA_NETPROFIT_TTM2,归属母公司股东的净利润(TTM),REPORTDATE、UnitVal
s_fa_netprofitcashcover,S_FA_NETPROFITCASHCOVER,净利润现金含量,REPORTDATE
s_fa_netprofitmargin_deducted,S_FA_NETPROFITMARGIN_DEDUCTED,扣非后销售净利率,REPORTDATE
s_fa_netprofitmargin_ttm2,S_FA_NETPROFITMARGIN_TTM2,销售净利率(TTM),REPORTDATE
s_fa_netprofittoassets,S_FA_NETPROFITTOASSETS,总资产净利率-不含少数股东损益(TTM),REPORTDATE
s_fa_netprofittoor_ttm,S_FA_NETPROFITTOOR_TTM,归属母公司股东的净利润/营业收入(TTM),REPORTDATE
s_fa_netturndays2,S_FA_NETTURNDAYS2,净营业周期(含应收应付票据),REPORTDATE
s_fa_noneinterestdebt,S_FA_NONEINTERESTDEBT,无息负债,REPORTDATE、TYPE、UnitVal
s_fa_nonoperateprofit_ttm2,S_FA_NONOPERATEPROFIT_TTM2,营业外收支净额(TTM),REPORTDATE、UnitVal
s_fa_nonoperateprofittoebt_ttm2,S_FA_NONOPERATEPROFITTOEBT_TTM2,营业外收支净额/利润总额(TTM),REPORTDATE
s_fa_ocfps2,S_FA_OCFPS2,每股经营活动产生的现金流量净额,REPORTDATE、CURTYPE
s_fa_ocfps_ttm2,S_FA_OCFPS_TTM2,每股经营活动产生的现金流量净额(TTM),TRADEDATE
s_fa_ocftooperateincome_ttm2,S_FA_OCFTOOPERATEINCOME_TTM2,经营活动产生的现金流量净额/经营活动净收益(TTM),REPORTDATE
s_fa_ocftoor_ttm2,S_FA_OCFTOOR_TTM2,经营活动产生的现金流量净额/营业收入(TTM),REPORTDATE
s_fa_op_ttm2,S_FA_OP_TTM2,营业利润(TTM),REPORTDATE、UnitVal
s_fa_operatecashflow_ttm2,S_FA_OPERATECASHFLOW_TTM2,经营活动现金净流量(TTM),REPORTDATE、UnitVal
s_fa_operatecashflowtoop_ttm,S_FA_OPERATECASHFLOWTOOP_TTM,经营活动产生的现金流量净额/营业利润(TTM),REPORTDATE
s_fa_operateexpense_ttm2,S_FA_OPERATEEXPENSE_TTM2,销售费用(TTM),REPORTDATE、UnitVal
s_fa_operateexpensetogr_ttm2,S_FA_OPERATEEXPENSETOGR_TTM2,销售费用/营业总收入(TTM),REPORTDATE
s_fa_operateincome_ttm2,S_FA_OPERATEINCOME_TTM2,经营活动净收益(TTM),REPORTDATE、UnitVal
s_fa_operateincometoebt_ttm2,S_FA_OPERATEINCOMETOEBT_TTM2,经营活动净收益/利润总额(TTM),REPORTDATE
s_fa_optogr_ttm2,S_FA_OPTOGR_TTM2,营业利润/营业总收入(TTM),REPORTDATE
s_fa_optoor_ttm,S_FA_OPTOOR_TTM,营业利润/营业收入(TTM),REPORTDATE
s_fa_or_ttm2,S_FA_OR_TTM2,营业收入(TTM),REPORTDATE、UnitVal
s_fa_orps2,S_FA_ORPS2,每股营业收入,REPORTDATE、CURTYPE
s_fa_orps_ttm2,S_FA_ORPS_TTM2,每股营业收入(TTM),TRADEDATE
s_fa_performancedate,S_FA_PERFORMANCEDATE,业绩说明会日期,REPORTDATE
s_fa_performancetime,S_FA_PERFORMANCETIME,业绩说明会时间,REPORTDATE
s_fa_periodexpense_t_ttm,S_FA_PERIODEXPENSE_T_TTM,期间费用(TTM),REPORTDATE、UnitVal
s_fa_profit_ttm2,S_FA_PROFIT_TTM2,净利润(TTM),REPORTDATE、UnitVal
s_fa_profitpp,S_FA_PROFITPP,人均创利,Year、UnitVal
s_fa_profittogr_ttm2,S_FA_PROFITTOGR_TTM2,净利润/营业总收入(TTM),REPORTDATE
s_fa_rdexp_yoy,S_FA_RDEXP_YOY,研发费用同比增长,REPORTDATE
s_fa_retainedps2,S_FA_RETAINEDPS2,每股留存收益,REPORTDATE、CURTYPE
s_fa_revenuepp,S_FA_REVENUEPP,人均创收,Year、UnitVal
s_fa_roa2_ttm2,S_FA_ROA2_TTM2,总资产报酬率(TTM),REPORTDATE
s_fa_roe_ttm2,S_FA_ROE_TTM2,净资产收益率(TTM),REPORTDATE
s_fa_roe_ttmavg,S_FA_ROE_TTMAVG,"净资产收益率(TTM,平均)",REPORTDATE
s_fa_roic2_ttm,S_FA_ROIC2_TTM,投入资本回报率ROIC(TTM),REPORTDATE
s_fa_roic_ttm,S_FA_ROIC_TTM,投入资本回报率(TTM),REPORTDATE
s_fa_salarypp,S_FA_SALARYPP,人均薪酬,Year、UnitVal
s_fa_salarypp_cost,S_FA_SALARYPP_COST,费用化人均薪酬,Year、UnitVal
s_fa_salescashin_ttm2,S_FA_SALESCASHIN_TTM2,销售商品提供劳务收到的现金(TTM),REPORTDATE、UnitVal
s_fa_salescashintoor_ttm2,S_FA_SALESCASHINTOOR_TTM2,销售商品提供劳务收到的现金/营业收入(TTM),REPORTDATE
s_fa_stdebtratio,S_FA_STDEBTRATIO,现金短债比,REPORTDATE
s_fa_tax_ttm,S_FA_TAX_TTM,所得税(TTM),REPORTDATE、UnitVal
s_fa_taxtoebt_ttm,S_FA_TAXTOEBT_TTM,税项/利润总额(TTM),REPORTDATE
s_fa_taxtoor_ttm,S_FA_TAXTOOR_TTM,营业利润/利润总额(TTM),REPORTDATE
s_fa_tltoebitda,S_FA_TLTOEBITDA,全部债务/EBITDA,REPORTDATE
s_fa_turnover_ttm,S_FA_TURNOVER_TTM,总资产周转率(TTM),REPORTDATE
s_fa_yoyfcf,S_FA_YOYFCF,筹资活动产生的现金流量净额(同比增长率),REPORTDATE
s_fa_yoyicf,S_FA_YOYICF,投资活动产生的现金流量净额(同比增长率),REPORTDATE
s_fa_yoyprofit,S_FA_YOYPROFIT,净利润(同比增长率),REPORTDATE
s_fellow_approvaldate,S_FELLOW_APPROVALDATE,增发获准日期,Year
s_fellow_benchmarkprice,S_FELLOW_BENCHMARKPRICE,定向增发基准价格,Year
s_fellow_collection_t,S_FELLOW_COLLECTION_T,区间增发募集资金合计,StartDate、DATE、UnitVal
s_fellow_firstfeedbackdate,S_FELLOW_FIRSTFEEDBACKDATE,增发首次回复日,Year
s_fellow_firstinquirydate,S_FELLOW_FIRSTINQUIRYDATE,增发首次问询日,Year
s_fellow_iecapprovaldate,S_FELLOW_IECAPPROVALDATE,发审委通过公告日,Year
s_fellow_issuedate_pp,S_FELLOW_ISSUEDATE_PP,定增发行日期,Year
s_fellow_latestfeedbackdate,S_FELLOW_LATESTFEEDBACKDATE,增发最新回复日,Year
s_fellow_latestinquirydate,S_FELLOW_LATESTINQUIRYDATE,增发最新问询日,Year
s_fellow_n,S_FELLOW_N,区间定增次数,StartDate、DATE
s_fellow_pricemax,S_FELLOW_PRICEMAX,增发预案价上限,Year
s_fellow_pricemin,S_FELLOW_PRICEMIN,增发预案价下限,Year
s_fellow_pricetobenchmarkprice,S_FELLOW_PRICETOBENCHMARKPRICE,定向增发实际价格相对基准价格比率,Year
s_fellow_pricetoreserveprice,S_FELLOW_PRICETORESERVEPRICE,定向增发实际价格相对增发底价比率,Year
s_fellow_registerdate,S_FELLOW_REGISTERDATE,股权登记日,Year
s_fellow_roadshowdate,S_FELLOW_ROADSHOWDATE,网上路演日,Year
s_fellow_shareholders,S_FELLOW_SHAREHOLDERS,增发发行对象,Year
s_fellow_simpleprogram,S_FELLOW_SIMPLEPROGRAM,增发是否属于简易程序审核,Year
s_fellow_submit_regist_date,S_FELLOW_SUBMIT_REGIST_DATE,提交注册日,Year
s_fellow_sucregistdate,S_FELLOW_SUCREGISTDATE,增发注册成功日,Year
s_fellowon_matchfin,S_FELLOWON_MATCHFIN,增发募集资金(配套融资),Year、UnitVal
s_fina_mat,S_FINA_MAT,存量债券余额(按期限),TermType
s_fina_remainingnumber,S_FINA_REMAININGNUMBER,存量债券数目,BondType
s_fina_totalamount,S_FINA_TOTALAMOUNT,存量债券余额,BondType
s_fina_totalamount2,S_FINA_TOTALAMOUNT2,区间发行债券总额,StartDate、DATE、BondType、UnitVal
s_fina_totalamout_anytime,S_FINA_TOTALAMOUT_ANYTIME,存量债券余额(支持历史),DEALDATE、BondType
s_fina_totalnumber,S_FINA_TOTALNUMBER,区间发行债券数目,StartDate、DATE、BondType
s_handlingdate_conb,S_HANDLINGDATE_CONB,可转债受理日,
s_handlingdate_pi,S_HANDLINGDATE_PI,非公开发行股票受理日,
s_handlingdate_rs,S_HANDLINGDATE_RS,配股受理日,
s_holder_avgprofit,S_HOLDER_AVGPROFIT,近三年归母净利润均值,TRADEDATE、UnitVal
s_holder_breaknetornot,S_HOLDER_BREAKNETORNOT,是否破净,TRADEDATE
s_holder_breakornot,S_HOLDER_BREAKORNOT,是否破发,TRADEDATE
s_holder_cashdivbb_3y,S_HOLDER_CASHDIVBB_3Y,"近三年累计分红总额(已宣告,含回购)",TRADEDATE、UnitVal
s_holder_category,S_HOLDER_CATEGORY,机构股东类型,REPORTDATE、Sequence
s_holder_controllerattr,S_HOLDER_CONTROLLERATTR,实际控制人属性,TRADEDATE
s_holder_institute,S_HOLDER_INSTITUTE,机构股东名称,REPORTDATE、TopN
s_holder_liqpct,S_HOLDER_LIQPCT,流通股东持股比例,DEALDATE、Sequence
s_holder_minclose20,S_HOLDER_MINCLOSE20,前20个交易日最低收盘价(后复权),TRADEDATE
s_holder_minpb20_lyr,S_HOLDER_MINPB20_LYR,前20个交易日最低市净率(最近会计年度),TRADEDATE
s_holder_minpb20_mrq,S_HOLDER_MINPB20_MRQ,前20个交易日最低市净率(最近报告期),TRADEDATE
s_holder_name_state,S_HOLDER_NAME_STATE,国有大股东名称,TRADEDATE、Sequence
s_holder_nature,S_HOLDER_NATURE,大股东性质,DEALDATE、TopN
s_holder_num2,S_HOLDER_NUM2,股东户数,REPORTDATE、Captype、UnitVal
s_holder_num_fund,S_HOLDER_NUM_FUND,持股基金数,REPORTDATE
s_holder_num_i,S_HOLDER_NUM_I,持股机构数,REPORTDATE
s_holder_num_insur,S_HOLDER_NUM_INSUR,持股保险公司数,REPORTDATE
s_holder_num_qfii,S_HOLDER_NUM_QFII,持股QFII数,REPORTDATE
s_holder_num_ssfund,S_HOLDER_NUM_SSFUND,持股社保基金数,REPORTDATE
s_holder_pct_liq,S_HOLDER_PCT_LIQ,流通股东持股比例(相对总股本),TRADEDATE、Sequence
s_holder_price_esop,S_HOLDER_PRICE_ESOP,员工持股计划买入价格,TRADEDATE
s_holder_price_fellowon,S_HOLDER_PRICE_FELLOWON,定向增发价格,TRADEDATE
s_holder_price_majorshareholders,S_HOLDER_PRICE_MAJORSHAREHOLDERS,大股东增持价格,TRADEDATE
s_holder_price_mh,S_HOLDER_PRICE_MH,管理层增持价格,TRADEDATE
s_holder_price_stockbasedcompensation,S_HOLDER_PRICE_STOCKBASEDCOMPENSATION,股权激励行权价格,TRADEDATE
s_holder_quantity_restricted,S_HOLDER_QUANTITY_RESTRICTED,大股东持有的限售股份数,DEALDATE、Sequence、UnitVal
s_holder_quantity_state,S_HOLDER_QUANTITY_STATE,国有大股东持股数量,TRADEDATE、Sequence、UnitVal
s_holder_quantity_state_tot,S_HOLDER_QUANTITY_STATE_TOT,国有大股东持股总数,TRADEDATE、UnitVal
s_holder_rptcontroller,S_HOLDER_RPTCONTROLLER,公布实际控制人名称,DEALDATE
s_holder_tlttop10liqpct,S_HOLDER_TLTTOP10LIQPCT,前十大流通股东持股比例合计,DEALDATE
s_holder_top5pct,S_HOLDER_TOP5PCT,前五大股东持股比例合计,REPORTDATE
s_holder_top5quantity,S_HOLDER_TOP5QUANTITY,前五大股东持股数量合计,REPORTDATE、UnitVal
s_info_abstract,S_INFO_ABSTRACT,公司一句话介绍,
s_info_admincode,S_INFO_ADMINCODE,所属行政区划代码,AdminLevelType、TRADEDATE
s_info_administrativedivision,S_INFO_ADMINISTRATIVEDIVISION,所属行政区划,Level、TRADEDATE
s_info_asharewindcode,S_INFO_ASHAREWINDCODE,同公司A股Wind代码,
s_info_atmcode,S_INFO_ATMCODE,平值期权代码,TRADEDATE、SettlementMonth、OptionType、AdjustmentState
s_info_atmiv_expiration,S_INFO_ATMIV_EXPIRATION,期权衍生剩余到期,TRADEDATE
s_info_atmiv_mapping,S_INFO_ATMIV_MAPPING,期权衍生对应关系,TRADEDATE
s_info_auditor2,S_INFO_AUDITOR2,审计机构(支持历史),TRADEDATE
s_info_backdoor,S_INFO_BACKDOOR,是否借壳上市,
s_info_backdoordate,S_INFO_BACKDOORDATE,借壳上市日期,
s_info_banktype,S_INFO_BANKTYPE,上市公司(银行)类型,
s_info_boardchairmen,S_INFO_BOARDCHAIRMEN,董事长,TRADEDATE
s_info_bps,S_INFO_BPS,是否长期破净,TRADEDATE
s_info_briefing,S_INFO_BRIEFING,公司简介,
s_info_bsharewindcode,S_INFO_BSHAREWINDCODE,同公司B股Wind代码,
s_info_cbissueornot,S_INFO_CBISSUEORNOT,是否发行过可转债,TRADEDATE
s_info_cbname,S_INFO_CBNAME,同公司可转债简称,TRADEDATE
s_info_cbwindcode,S_INFO_CBWINDCODE,同公司可转债Wind代码,TRADEDATE
s_info_cdmonths,S_INFO_CDMONTHS,"合约月份说明,fs_info_cdmonths",
s_info_cdrornot,S_INFO_CDRORNOT,是否CDR(沪伦通),
s_info_ceabb,S_INFO_CEABB,合约英文简称,
s_info_cename,S_INFO_CENAME,合约英文名称,
s_info_ceo,S_INFO_CEO,总经理,TRADEDATE
s_info_cfo,S_INFO_CFO,财务总监,TRADEDATE
s_info_chain,S_INFO_CHAIN,所属产业链板块,
s_info_changelt,S_INFO_CHANGELT,涨跌幅限制,
s_info_changelt_new,S_INFO_CHANGELT_NEW,涨跌幅限制(支持历史),TRADEDATE
s_info_ckgzjtxornot,S_INFO_CKGZJTXORNOT,是否企业的参控股公司为专精特新企业,
s_info_code2,S_INFO_CODE2,月合约代码,TRADEDATE
s_info_collateral,S_INFO_COLLATERAL,是否融资融券担保物,TRADEDATE
s_info_compindex2,S_INFO_COMPINDEX2,是否属于重要指数成份,IndexBelong、TRADEDATE
s_info_compindex3,S_INFO_COMPINDEX3,是否属于指数成份,WINDCODE3、TRADEDATE
s_info_compprename,S_INFO_COMPPRENAME,公司曾用名,TRADEDATE
s_info_concept,S_INFO_CONCEPT,所属概念板块,TRADEDATE
s_info_contractmultiplier,S_INFO_CONTRACTMULTIPLIER,合约乘数,
s_info_corp_aumpermanager,S_INFO_CORP_AUMPERMANAGER,基金经理人均管理资产规模,UnitVal
s_info_corp_bondtonav,S_INFO_CORP_BONDTONAV,基金管理人债券市值占资产净值比,REPORTDATE
s_info_corp_bondtototal,S_INFO_CORP_BONDTOTOTAL,基金管理人债券市值占资产总值比,REPORTDATE
s_info_corp_bondvalue,S_INFO_CORP_BONDVALUE,基金管理人债券投资市值,REPORTDATE、UnitVal
s_info_corp_bondvaluegrowth,S_INFO_CORP_BONDVALUEGROWTH,基金管理人债券市值增长率,REPORTDATE
s_info_corp_cashtonav,S_INFO_CORP_CASHTONAV,基金管理人银行存款占资产净值比,REPORTDATE
s_info_corp_cashtototal,S_INFO_CORP_CASHTOTOTAL,基金管理人银行存款占资产总值比,REPORTDATE
s_info_corp_cashvalue,S_INFO_CORP_CASHVALUE,基金管理人银行存款,REPORTDATE、UnitVal
s_info_corp_cashvaluegrowth,S_INFO_CORP_CASHVALUEGROWTH,基金管理人现金市值增长率,REPORTDATE
s_info_corp_fundcotnachange,S_INFO_CORP_FUNDCOTNACHANGE,基金管理人资产净值合计变动,REPORTDATE、UnitVal
s_info_corp_fundtonav,S_INFO_CORP_FUNDTONAV,基金管理人基金市值占资产净值比,REPORTDATE
s_info_corp_fundtototal,S_INFO_CORP_FUNDTOTOTAL,基金管理人基金市值占资产总值比,REPORTDATE
s_info_corp_fundvalue,S_INFO_CORP_FUNDVALUE,基金管理人基金投资市值,REPORTDATE、UnitVal
s_info_corp_fundvaluegrowth,S_INFO_CORP_FUNDVALUEGROWTH,基金管理人基金市值增长率,REPORTDATE
s_info_corp_heavilyheldbondtobond,S_INFO_CORP_HEAVILYHELDBONDTOBOND,基金管理人重仓债券市值占债券投资市值比,REPORTDATE、TopN
